223.8123,19.1866,202.8234,62.5413,0.6130,3335.9206,0.79
225.1845,19.1866,202.7400,62.4349,0.6129,3339.7228,0.79
225.1857,19.1875,202.2735,72.5171,0.6154,3344.9427,0.79
225.1841,19.1877,202.5806,80.5878,0.6134,3344.1219,0.8
223.3293,18.3209,202.7433,72.5580,0.6069,3352.1254,0.8
217.0999,15.4144,202.7323,64.4346,0.5919,3350.0536,0.79
214.9137,14.3894,202.7315,62.7083,0.5868,3347.7955,0.78
214.9049,14.3892,200.8338,62.3459,0.5788,3340.3662,0.79
214.9093,14.3889,196.3894,63.1199,0.5685,3337.0743,0.78
214.9083,14.3890,200.3801,62.9212,0.5740,3335.8706,0.79
214.9033,14.3894,202.3042,62.0385,0.5813,3337.9317,0.81
215.7549,14.3936,198.7965,61.7385,0.5457,3322.8549,0.78
220.1302,14.3903,201.1458,61.9895,0.5040,3330.2048,0.8
224.2016,14.3886,202.7187,62.6311,0.4988,3334.7368,0.8
225.1908,14.3888,202.5687,62.5739,0.5049,3328.5226,0.79
225.1939,14.3403,158.9075,65.1229,0.4187,2811.5478,0.79
180.1552,13.0588,135.7081,68.9348,0.3671,2298.3978,0.79
221.8294,18.9268,196.2324,64.5334,0.5159,3300.9733,0.79
225.1817,19.1873,199.4374,64.0352,0.5325,3327.3512,0.8
225.1762,19.1863,201.8320,64.0753,0.5357,3342.3638,0.79
225.1835,19.1864,202.6765,65.5086,0.5367,3351.8877,0.8
225.1872,19.1870,202.6613,65.3706,0.5391,3351.5932,0.8
225.1877,19.1869,202.7897,64.6672,0.5374,3351.3489,0.8
225.1844,19.3615,202.5009,64.7702,0.5352,3333.1058,0.8
225.1894,19.2563,201.1352,64.9560,0.5380,3323.0702,0.8
225.2024,19.1864,201.5804,64.7328,0.5430,3308.4366,0.78
225.1902,19.5279,202.5148,64.5085,0.5404,3304.2260,0.8
222.9719,19.4437,202.2240,64.1204,0.5334,3308.7970,0.81
220.6872,18.6095,201.3986,63.6971,0.5328,3313.1978,0.8
216.3999,17.5671,201.5417,63.4154,0.5192,3302.6291,0.8
214.9028,17.2687,199.2979,63.9414,0.5091,3307.1881,0.8
214.9012,17.2681,198.6807,64.3026,0.5121,3315.5957,0.8
214.8999,17.2673,201.6068,63.7023,0.5150,3307.4926,0.8
214.8989,17.2691,202.7251,63.3574,0.5142,3316.3384,0.8
214.9140,17.3932,202.7292,63.5156,0.5206,3320.5726,0.8
214.9054,17.3182,202.7053,63.8547,0.5144,3309.1935,0.8
214.9162,17.2685,202.6080,63.8776,0.5091,3320.5912,0.8
214.9208,17.2684,202.2794,64.4400,0.5102,3335.6973,0.79
214.9114,17.2687,202.4123,63.7350,0.5007,3326.1107,0.8
214.8987,17.2683,202.5899,63.2584,0.4895,3317.5356,0.8
214.9072,17.2683,202.8204,63.6501,0.4808,3325.0500,0.82
214.9128,17.2689,202.0480,64.0043,0.4802,3327.9101,0.8
213.6254,17.2688,195.3999,63.9570,0.4697,3325.5407,0.8
214.4123,17.2678,200.0253,64.5758,0.4699,3326.8799,0.8
214.9287,17.2684,202.6598,64.6780,0.4854,3323.8396,0.81
214.9158,17.2687,202.6997,63.9748,0.4840,3313.6132,0.79
214.9012,17.2690,202.7511,63.4764,0.4813,3313.4360,0.79
214.9002,18.2063,202.6105,63.7316,0.4816,3315.5121,0.81
214.9044,19.0138,199.2862,63.6280,0.4835,3297.9797,0.8
214.9109,19.1864,201.3021,62.6880,0.4857,3311.4477,0.79
214.9146,19.1870,202.7080,63.0516,0.4819,3329.7670,0.8
215.4792,18.9256,202.7237,63.4554,0.4834,3325.5432,0.79
222.4964,15.6569,202.7304,64.0724,0.4838,3310.3211,0.8
225.1984,14.3885,202.7732,64.7293,0.4789,3318.5865,0.8
217.0432,15.7843,190.6671,64.6133,0.4699,3314.6868,0.78
218.2623,17.0045,185.6962,64.8528,0.4767,3323.8098,0.8
220.0934,17.2684,188.2563,64.1394,0.4715,3325.2863,0.76
220.0865,17.2674,195.5547,64.0601,0.4885,3331.9177,0.81
220.0869,18.4452,201.3861,64.7993,0.5040,3323.1995,0.81
220.0844,19.1109,202.7333,65.0277,0.5047,3322.5855,0.78
220.0785,19.1877,202.7500,64.5228,0.5017,3331.6951,0.8
220.0713,19.3965,202.5404,64.2942,0.5033,3328.3507,0.8
220.0866,19.5693,201.1018,64.5043,0.5005,3323.0570,0.8
220.0825,19.3065,197.2250,64.4532,0.4862,3324.5572,0.81
220.0786,19.1866,200.8040,64.3702,0.4891,3329.0271,0.8
220.0739,19.4189,202.7563,64.0052,0.4883,3320.1411,0.8
220.0913,19.2790,202.7720,64.0121,0.4844,3311.5659,0.8
220.0946,19.1847,202.6588,63.4067,0.4930,3312.7365,0.8
220.2851,19.1855,202.4255,63.6635,0.4909,3296.5663,0.8
223.2557,20.3413,202.4774,63.8640,0.4947,3294.7831,0.8
219.3664,19.1399,202.6924,64.0328,0.4838,3293.1575,0.8
217.6710,17.6141,202.3381,64.1545,0.4786,3297.8453,0.81
219.4324,18.2250,202.2399,68.1282,0.4804,3307.0335,0.81
220.0899,19.0204,202.7254,78.6126,0.4856,3321.9020,0.8
220.0840,19.1879,202.7880,82.2429,0.4883,3321.2700,0.8
220.0818,19.1846,202.7357,82.1197,0.4844,3311.1049,0.79
220.0830,19.1854,199.6123,81.0176,0.4774,3319.2178,0.81
220.0840,19.0532,201.4771,68.5129,0.4855,3323.1126,0.79
220.0852,17.7635,202.6651,62.7577,0.4885,3313.9863,0.8
221.1490,17.2670,202.0993,62.3070,0.4874,3320.7742,0.81
